,gene1,gene2
192951,9323,6225
192952,9323,6342
192953,9323,6543
192954,9323,6678
192955,9323,6687
192956,9323,6700
192957,9323,6794
192958,9323,7698
192959,9323,7818
192960,9323,8414
192961,9323,8415
192962,9323,8604
192963,9323,8830
192964,9323,8843
192965,9323,9322
192966,9323,9327
192967,9323,9331
192968,9323,9334
192969,9323,9505
192970,9323,9507
192971,9323,9508
192972,9323,9786
192973,9324,1009
192974,9324,1365
192975,9324,1649
192976,9324,2995
192977,9324,3076
192978,9324,4002
192979,9324,4154
192980,9324,4155
192981,9324,4156
192982,9324,4176
192983,9324,4179
192984,9324,5031
192985,9324,8639
192986,9324,8907
192987,9324,9214
192988,9324,9320
192989,9324,9321
192990,9324,9322
192991,9324,9326
192992,9324,9327
192993,9325,709
192994,9325,881
192995,9325,1328
192996,9325,1329
192997,9325,2539
192998,9325,2694
192999,9325,2963
193000,9325,3063
193001,9325,5943
193002,9325,6562
193003,9325,7024
193004,9325,7025
193005,9325,7026
193006,9325,7203
193007,9325,8954
193008,9325,9322
193009,9325,9372
193010,9325,9786
193011,9326,1161
193012,9326,1350
193013,9326,1365
193014,9326,1406
193015,9326,1798
193016,9326,1800
193017,9326,2297
193018,9326,2716
193019,9326,4226
193020,9326,4929
193021,9326,5020
193022,9326,5023
193023,9326,5029
193024,9326,5031
193025,9326,5138
193026,9326,6034
193027,9326,6057
193028,9326,6116
193029,9326,6287
193030,9326,7370
193031,9326,7590
193032,9326,7591
193033,9326,7593
193034,9326,7913
193035,9326,7998
193036,9326,8433
193037,9326,8639
193038,9326,8962
193039,9326,9040
193040,9326,9069
193041,9326,9210
193042,9326,9212
193043,9326,9213
193044,9326,9215
193045,9326,9217
193046,9326,9221
193047,9326,9222
193048,9326,9223
193049,9326,9321
193050,9326,9322
193051,9326,9324
193052,9326,9327
193053,9326,9330
193054,9326,9366
193055,9326,9373
193056,9326,9381
193057,9326,9671
193058,9326,9685
193059,9326,9963
193060,9326,10001
193061,9327,62
193062,9327,86
193063,9327,128
193064,9327,136
193065,9327,137
193066,9327,291
193067,9327,292
193068,9327,304
193069,9327,308
193070,9327,310
193071,9327,327
193072,9327,335
193073,9327,402
193074,9327,471
193075,9327,511
193076,9327,537
193077,9327,538
193078,9327,540
193079,9327,640
193080,9327,645
193081,9327,646
193082,9327,689
193083,9327,717
193084,9327,720
193085,9327,739
193086,9327,764
193087,9327,781
193088,9327,871
193089,9327,899
193090,9327,920
193091,9327,921
193092,9327,948
193093,9327,966
193094,9327,1012
193095,9327,1118
193096,9327,1123
193097,9327,1128
193098,9327,1149
193099,9327,1162
193100,9327,1163
193101,9327,1165
193102,9327,1187
193103,9327,1189
193104,9327,1201
193105,9327,1209
193106,9327,1210
193107,9327,1214
193108,9327,1275
193109,9327,1365
193110,9327,1367
193111,9327,1387
193112,9327,1406
193113,9327,1407
193114,9327,1649
193115,9327,1770
193116,9327,1851
193117,9327,1978
193118,9327,1980
193119,9327,2038
193120,9327,2060
193121,9327,2097
193122,9327,2106
193123,9327,2110
193124,9327,2226
193125,9327,2229
193126,9327,2247
193127,9327,2321
193128,9327,2398
193129,9327,2533
193130,9327,2570
193131,9327,2573
193132,9327,2577
193133,9327,2579
193134,9327,2592
193135,9327,2630
193136,9327,2633
193137,9327,2642
193138,9327,2644
193139,9327,2647
193140,9327,2648
193141,9327,2651
193142,9327,2652
193143,9327,2657
193144,9327,2662
193145,9327,2759
193146,9327,2793
193147,9327,2796
193148,9327,2805
193149,9327,2809
193150,9327,2818
193151,9327,2856
193152,9327,2880
193153,9327,2940
193154,9327,2956
193155,9327,3075
193156,9327,3159
193157,9327,3204
193158,9327,3237
193159,9327,3305
193160,9327,3375
193161,9327,3455
193162,9327,3463
193163,9327,3477
193164,9327,3660
193165,9327,3663
193166,9327,3737
193167,9327,3839
193168,9327,3887
193169,9327,3910
193170,9327,3914
193171,9327,3961
193172,9327,4009
193173,9327,4011
193174,9327,4012
193175,9327,4014
193176,9327,4015
193177,9327,4017
193178,9327,4023
193179,9327,4046
193180,9327,4055
193181,9327,4083
193182,9327,4131
193183,9327,4154
193184,9327,4156
193185,9327,4176
193186,9327,4179
193187,9327,4180
193188,9327,4191
193189,9327,4196
193190,9327,4287
193191,9327,4302
193192,9327,4304
193193,9327,4305
193194,9327,4306
193195,9327,4314
193196,9327,4316
193197,9327,4317
193198,9327,4338
193199,9327,4388
193200,9327,4476
193201,9327,4489
193202,9327,4520
193203,9327,4629
193204,9327,4713
193205,9327,4767
193206,9327,4893
193207,9327,4904
193208,9327,4993
193209,9327,5011
193210,9327,5016
193211,9327,5017
193212,9327,5020
193213,9327,5023
193214,9327,5027
193215,9327,5029
193216,9327,5031
193217,9327,5032
193218,9327,5045
193219,9327,5051
193220,9327,5057
193221,9327,5060
193222,9327,5063
193223,9327,5077
193224,9327,5081
193225,9327,5101
193226,9327,5120
193227,9327,5123
193228,9327,5127
193229,9327,5174
193230,9327,5226
193231,9327,5667
193232,9327,5707
193233,9327,5708
193234,9327,5739
193235,9327,5755
193236,9327,5757
193237,9327,5783
193238,9327,5794
193239,9327,5795
193240,9327,6034
193241,9327,6057
193242,9327,6063
193243,9327,6101
193244,9327,6130
193245,9327,6176
193246,9327,6197
193247,9327,6206
193248,9327,6264
193249,9327,6265
193250,9327,6281
193251,9327,6287
193252,9327,6290
193253,9327,6320
193254,9327,6408
193255,9327,6409
193256,9327,6440
193257,9327,6441
193258,9327,6485
193259,9327,6487
193260,9327,6517
193261,9327,6544
193262,9327,6545
193263,9327,6608
193264,9327,6629
193265,9327,6633
193266,9327,6664
193267,9327,6675
193268,9327,6685
193269,9327,6766
193270,9327,6767
193271,9327,6856
193272,9327,6916
193273,9327,6992
193274,9327,7002
193275,9327,7007
193276,9327,7025
193277,9327,7066
193278,9327,7096
193279,9327,7097
193280,9327,7167
193281,9327,7168
193282,9327,7173
193283,9327,7174
193284,9327,7175
193285,9327,7177
193286,9327,7180
193287,9327,7181
193288,9327,7182
193289,9327,7186
193290,9327,7188
193291,9327,7189
193292,9327,7190
193293,9327,7191
193294,9327,7192
193295,9327,7193
193296,9327,7228
193297,9327,7259
193298,9327,7322
193299,9327,7354
193300,9327,7355
193301,9327,7363
193302,9327,7396
193303,9327,7399
193304,9327,7400
193305,9327,7402
193306,9327,7446
193307,9327,7474
193308,9327,7481
193309,9327,7569
193310,9327,7575
193311,9327,7591
193312,9327,7622
193313,9327,7697
193314,9327,7698
193315,9327,7705
193316,9327,7706
193317,9327,7707
193318,9327,7720
193319,9327,7731
193320,9327,7733
193321,9327,7751
193322,9327,7753
193323,9327,7755
193324,9327,7785
193325,9327,7795
193326,9327,7811
193327,9327,7846
193328,9327,7913
193329,9327,7915
193330,9327,8012
193331,9327,8155
193332,9327,8433
193333,9327,8444
193334,9327,8491
193335,9327,8574
193336,9327,8588
193337,9327,8611
193338,9327,8614
193339,9327,8688
193340,9327,8699
193341,9327,8714
193342,9327,8739
193343,9327,8740
193344,9327,8746
193345,9327,8777
193346,9327,8798
193347,9327,8829
193348,9327,8830
193349,9327,8831
193350,9327,8860
193351,9327,8864
193352,9327,8885
193353,9327,8901
193354,9327,8962
193355,9327,9019
193356,9327,9027
193357,9327,9028
193358,9327,9069
193359,9327,9070
193360,9327,9085
193361,9327,9087
193362,9327,9107
193363,9327,9108
193364,9327,9113
193365,9327,9204
193366,9327,9210
193367,9327,9213
193368,9327,9217
193369,9327,9219
193370,9327,9225
193371,9327,9261
193372,9327,9306
193373,9327,9320
193374,9327,9321
193375,9327,9323
193376,9327,9324
193377,9327,9326
193378,9327,9328
193379,9327,9329
193380,9327,9330
193381,9327,9367
193382,9327,9373
193383,9327,9505
193384,9327,9508
193385,9327,9510
193386,9327,9512
193387,9327,9518
193388,9327,9530
193389,9327,9557
193390,9327,9561
193391,9327,9565
193392,9327,9566
193393,9327,9568
193394,9327,9588
193395,9327,9622
193396,9327,9666
193397,9327,9670
193398,9327,9671
193399,9327,9681
193400,9327,9685
193401,9327,9719
193402,9327,9721
193403,9327,9722
193404,9327,9758
193405,9327,9764
193406,9327,9799
193407,9327,9809
193408,9327,9867
193409,9327,9875
193410,9327,9903
193411,9327,9905
193412,9327,9962
193413,9327,10001
193414,9328,2000
193415,9328,2110
193416,9328,4720
193417,9328,5025
193418,9328,5027
193419,9328,7593
193420,9328,9327
193421,9328,9566
193422,9328,9567
193423,9329,1451
193424,9329,1737
193425,9329,4012
193426,9329,4046
193427,9329,4234
193428,9329,6058
193429,9329,6408
193430,9329,6470
193431,9329,6707
193432,9329,9284
193433,9329,9327
193434,9329,9732
193435,9330,537
193436,9330,2110
193437,9330,3108
193438,9330,3237
193439,9330,3592
193440,9330,5058
193441,9330,5915
193442,9330,6828
193443,9330,6934
193444,9330,6935
193445,9330,7369
193446,9330,7622
193447,9330,8112
193448,9330,8798
193449,9330,8907
193450,9330,9219
193451,9330,9222
193452,9330,9320
193453,9330,9321
193454,9330,9322
193455,9330,9326
193456,9330,9327
193457,9330,9445
193458,9330,9564
193459,9330,9670
193460,9331,1459
193461,9331,3781
193462,9331,3831
193463,9331,4553
193464,9331,4554
193465,9331,5789
193466,9331,6338
193467,9331,6939
193468,9331,7573
193469,9331,8129
193470,9331,9323
193471,9331,9332
193472,9332,2669
193473,9332,3268
193474,9332,4457
193475,9332,6338
193476,9332,6800
193477,9332,9331
193478,9333,1219
193479,9333,1221
193480,9334,244
193481,9334,537
193482,9334,1455
193483,9334,1456
193484,9334,1948
193485,9334,1991
193486,9334,2062
193487,9334,2065
193488,9334,2591
193489,9334,2635
193490,9334,2653
193491,9334,2847
193492,9334,2848
193493,9334,2936
193494,9334,2957
193495,9334,2991
193496,9334,3096
193497,9334,3131
193498,9334,3255
193499,9334,3256
193500,9334,3307
193501,9334,3646
193502,9334,3786
193503,9334,3831
193504,9334,3861
193505,9334,4012
193506,9334,4407
193507,9334,4548
193508,9334,4910
193509,9334,4982
193510,9334,5008
193511,9334,5009
193512,9334,5789
193513,9334,6042
193514,9334,6408
193515,9334,6503
193516,9334,6649
193517,9334,7081
193518,9334,7090
193519,9334,7369
193520,9334,7441
193521,9334,7725
193522,9334,7805
193523,9334,8114
193524,9334,8394
193525,9334,9027
193526,9334,9028
193527,9334,9105
193528,9334,9110
193529,9334,9218
193530,9334,9284
193531,9334,9299
193532,9334,9323
193533,9334,9685
193534,9334,9702
193535,9334,9722
193536,9334,9917
193537,9335,6225
193538,9335,9336
193539,9335,9337
193540,9335,9338
193541,9336,6148
193542,9336,7492
193543,9336,9335
193544,9336,9338
193545,9336,9339
193546,9336,9340
193547,9336,9341
193548,9336,9342
193549,9336,9343
193550,9336,9344
193551,9336,9345
193552,9337,343
193553,9337,839
193554,9337,7366
193555,9337,9277
193556,9337,9286
193557,9337,9287
193558,9337,9335
193559,9337,9338
193560,9337,9339
193561,9337,9340
193562,9337,9341
193563,9337,9344
193564,9338,6225
193565,9338,9006
193566,9338,9335
193567,9338,9336
193568,9338,9337
193569,9338,9339
193570,9338,9340
193571,9338,9341
193572,9338,9342
193573,9338,9343
193574,9338,9344
193575,9338,9345
193576,9339,69
193577,9339,1712
193578,9339,1713
193579,9339,2712
193580,9339,2714
193581,9339,2761
193582,9339,3875
193583,9339,4488
193584,9339,6217
193585,9339,6778
193586,9339,7307
193587,9339,7513
193588,9339,9336
193589,9339,9337
193590,9339,9338
193591,9339,9344
193592,9339,9345
193593,9340,1712
193594,9340,1713
193595,9340,2669
193596,9340,2712
193597,9340,2761
193598,9340,4488
193599,9340,9336
193600,9340,9337
193601,9340,9338
193602,9340,9341
193603,9340,9342
193604,9340,9343
193605,9340,9344
193606,9340,9345
193607,9341,537
193608,9341,7148
193609,9341,9336
193610,9341,9337
193611,9341,9338
193612,9341,9340
193613,9341,9342
193614,9341,9344
193615,9341,9345
193616,9342,1964
193617,9342,2610
193618,9342,3926
193619,9342,4159
193620,9342,7378
193621,9342,9336
193622,9342,9338
193623,9342,9340
193624,9342,9341
193625,9343,9336
193626,9343,9338
193627,9343,9340
193628,9343,9344
193629,9344,839
193630,9344,9336
193631,9344,9337
193632,9344,9338
193633,9344,9339
193634,9344,9340
193635,9344,9341
193636,9344,9343
193637,9344,9345
193638,9345,4154
193639,9345,5037
193640,9345,6148
193641,9345,6225
193642,9345,9336
193643,9345,9338
193644,9345,9339
193645,9345,9340
193646,9345,9341
193647,9345,9344
193648,9346,1348
193649,9346,1361
193650,9346,1362
193651,9346,1363
193652,9346,3860
193653,9346,3861
193654,9346,3872
193655,9346,5925
193656,9346,9315
193657,9346,9347
193658,9347,1363
193659,9347,9315
193660,9347,9346
193661,9347,9355
193662,9348,680
193663,9348,1123
193664,9348,1192
193665,9348,3974
193666,9348,7806
193667,9350,9544
193668,9351,9544
193669,9352,7248
193670,9352,7259
193671,9353,1933
193672,9353,2727
193673,9353,3781
193674,9353,6217
193675,9354,720
193676,9354,773
193677,9354,4003
193678,9354,5696
193679,9354,5903
193680,9354,7101
193681,9354,7576
193682,9354,7676
193683,9354,8012
193684,9354,9577
193685,9354,9739
193686,9355,9347
193687,9356,646
193688,9356,1897
193689,9356,9357
193690,9357,645
193691,9357,9356
193692,9358,381
193693,9358,899
193694,9358,1493
193695,9358,2669
193696,9358,3144
193697,9358,4827
193698,9358,5011
193699,9358,5014
193700,9358,5017
193701,9358,5631
193702,9358,7438
193703,9358,8729
193704,9359,537
193705,9359,1009
193706,9359,2034
193707,9359,3878
193708,9359,4910
193709,9359,7109
193710,9359,7746
193711,9359,8433
193712,9359,8941
193713,9359,9579
193714,9360,335
193715,9360,337
193716,9360,537
193717,9360,701
193718,9360,702
193719,9360,880
193720,9360,881
193721,9360,950
193722,9360,1140
193723,9360,1402
193724,9360,1856
193725,9360,2004
193726,9360,2234
193727,9360,3131
193728,9360,3373
193729,9360,3413
193730,9360,3634
193731,9360,3861
193732,9360,4746
193733,9360,4928
193734,9360,5011
193735,9360,5017
193736,9360,5097
193737,9360,5124
193738,9360,6022
193739,9360,7026
193740,9360,7090
193741,9360,7108
193742,9360,7174
193743,9360,7505
193744,9360,7680
193745,9360,7752
193746,9360,7796
193747,9360,8018
193748,9360,8092
193749,9360,8393
193750,9360,8433
193751,9360,9453
193752,9360,9615
193753,9361,4002
193754,9361,4003
193755,9361,9558
193756,9361,10005
193757,9362,335
193758,9362,588
193759,9362,739
193760,9362,1093
193761,9362,1123
193762,9362,2238
193763,9362,2832
193764,9362,5138
193765,9362,7659
193766,9362,8611
193767,9362,8957
193768,9362,8958
193769,9362,9153
193770,9362,9159
193771,9362,9719
193772,9363,877
193773,9363,2506
193774,9363,2669
193775,9363,3423
193776,9363,4002
193777,9363,4003
193778,9363,4720
193779,9363,5837
193780,9363,6409
193781,9363,8109
193782,9363,9204
193783,9363,9233
193784,9363,9381
193785,9363,9561
193786,9363,9562
193787,9363,9564
193788,9364,1180
193789,9364,1653
193790,9364,1928
193791,9364,7515
193792,9364,8830
193793,9364,9685
193794,9364,10111
193795,9365,140
193796,9365,550
193797,9365,701
193798,9365,972
193799,9365,979
193800,9365,1218
193801,9365,1220
193802,9365,1222
193803,9365,1445
193804,9365,1456
193805,9365,2001
193806,9365,2542
193807,9365,2809
193808,9365,2810
193809,9365,3071
193810,9365,3146
193811,9365,3161
193812,9365,3852
193813,9365,3901
193814,9365,4007
193815,9365,4016
193816,9365,5045
193817,9365,5051
193818,9365,5634
193819,9365,6008
193820,9365,6036
193821,9365,6136
193822,9365,6210
193823,9365,6212
193824,9365,6213
193825,9365,6462
193826,9365,6684
193827,9365,6895
193828,9365,6981
193829,9365,7078
193830,9365,7088
193831,9365,7130
193832,9365,7412
193833,9365,7637
193834,9365,7740
193835,9365,7801
193836,9365,8703
193837,9365,8728
193838,9365,8777
193839,9365,8847
193840,9365,8941
193841,9365,8990
193842,9365,9028
193843,9365,9056
193844,9365,9242
193845,9365,9277
193846,9365,9367
193847,9365,9371
193848,9365,9381
193849,9365,9723
193850,9366,14
193851,9366,251
193852,9366,601
193853,9366,612
193854,9366,772
193855,9366,782
193856,9366,823
193857,9366,829
193858,9366,831
193859,9366,888
193860,9366,900
193861,9366,936
193862,9366,944
193863,9366,1261
193864,9366,1264
193865,9366,1523
193866,9366,1588
193867,9366,1593
193868,9366,1649
193869,9366,2064
193870,9366,2065
193871,9366,2184
193872,9366,2225
193873,9366,2256
193874,9366,2379
193875,9366,2432
193876,9366,2506
193877,9366,2624
193878,9366,2628
193879,9366,2647
193880,9366,2657
193881,9366,2895
193882,9366,2946
193883,9366,2950
193884,9366,2976
193885,9366,3076
193886,9366,3152
193887,9366,3234
193888,9366,3331
193889,9366,3381
193890,9366,3384
193891,9366,3386
193892,9366,3437
193893,9366,3460
193894,9366,3502
193895,9366,3592
193896,9366,3781
193897,9366,3787
193898,9366,3883
193899,9366,3972
193900,9366,4154
193901,9366,4155
193902,9366,4234
193903,9366,4301
193904,9366,4415
193905,9366,4490
193906,9366,4624
193907,9366,4712
193908,9366,4715
193909,9366,4720
193910,9366,4758
193911,9366,4815
193912,9366,4840
193913,9366,4964
193914,9366,4983
193915,9366,4985
193916,9366,5056
193917,9366,5089
193918,9366,5090
193919,9366,5092
193920,9366,5130
193921,9366,5138
193922,9366,5212
193923,9366,5222
193924,9366,5224
193925,9366,5634
193926,9366,5749
193927,9366,5916
193928,9366,5942
193929,9366,5943
193930,9366,5990
193931,9366,5998
193932,9366,6010
193933,9366,6054
193934,9366,6114
193935,9366,6130
193936,9366,6199
193937,9366,6281
193938,9366,6316
193939,9366,6409
193940,9366,6723
193941,9366,6724
193942,9366,6751
193943,9366,6895
193944,9366,6937
193945,9366,6994
193946,9366,6997
193947,9366,7016
193948,9366,7077
193949,9366,7128
193950,9366,7178
193951,9366,7256
193952,9366,7366
193953,9366,7441
193954,9366,7472
193955,9366,7484
193956,9366,7574
193957,9366,7637
193958,9366,7639
193959,9366,7681
193960,9366,7913
193961,9366,8092
193962,9366,8109
193963,9366,8153
193964,9366,8469
193965,9366,8550
193966,9366,8641
193967,9366,8718
193968,9366,8862
193969,9366,8907
193970,9366,8930
193971,9366,8938
193972,9366,8946
193973,9366,8966
193974,9366,9083
193975,9366,9195
193976,9366,9277
193977,9366,9299
193978,9366,9308
193979,9366,9326
193980,9366,9368
193981,9366,9369
193982,9366,9370
193983,9366,9381
193984,9366,9449
193985,9366,9453
193986,9366,9491
193987,9366,9516
193988,9366,9519
193989,9366,9558
193990,9366,9559
193991,9366,9561
193992,9366,9562
193993,9366,9564
193994,9366,9565
193995,9366,9567
193996,9366,9568
193997,9366,9570
193998,9366,9589
193999,9366,9619
194000,9366,9670
194001,9366,9685
194002,9366,9881
194003,9366,9926
194004,9366,9965
194005,9366,10060
194006,9367,307
194007,9367,408
194008,9367,507
194009,9367,551
194010,9367,558
194011,9367,646
194012,9367,720
194013,9367,861
194014,9367,936
194015,9367,974
194016,9367,1218
194017,9367,1220
194018,9367,1222
194019,9367,1247
194020,9367,1293
194021,9367,1327
194022,9367,1328
194023,9367,1329
194024,9367,1331
194025,9367,1418
194026,9367,1450
194027,9367,1493
194028,9367,1582
194029,9367,1592
194030,9367,1599
194031,9367,1600
194032,9367,1855
194033,9367,1933
194034,9367,2000
194035,9367,2002
194036,9367,2060
194037,9367,2061
194038,9367,2062
194039,9367,2432
194040,9367,2433
194041,9367,2434
194042,9367,2550
194043,9367,2552
194044,9367,2553
194045,9367,2590
194046,9367,2613
194047,9367,2694
194048,9367,2708
194049,9367,2772
194050,9367,2809
194051,9367,2855
194052,9367,2991
194053,9367,3131
194054,9367,3374
194055,9367,3781
194056,9367,3784
194057,9367,3786
194058,9367,3861
194059,9367,3862
194060,9367,3915
194061,9367,4045
194062,9367,4155
194063,9367,4156
194064,9367,4234
194065,9367,4305
194066,9367,4308
194067,9367,4314
194068,9367,4316
194069,9367,4343
194070,9367,4407
194071,9367,4496
194072,9367,4708
194073,9367,4940
194074,9367,4975
194075,9367,4976
194076,9367,4978
194077,9367,4981
194078,9367,4984
194079,9367,5008
194080,9367,5009
194081,9367,5031
194082,9367,5047
194083,9367,5050
194084,9367,5051
194085,9367,5138
194086,9367,5188
194087,9367,5727
194088,9367,5783
194089,9367,5789
194090,9367,5927
194091,9367,5944
194092,9367,6148
194093,9367,6176
194094,9367,6205
194095,9367,6206
194096,9367,6212
194097,9367,6214
194098,9367,6216
194099,9367,6217
194100,9367,6225
194101,9367,6458
194102,9367,6487
194103,9367,6489
194104,9367,6500
194105,9367,6707
194106,9367,6752
194107,9367,6925
194108,9367,6974
194109,9367,7006
194110,9367,7007
194111,9367,7028
194112,9367,7079
194113,9367,7080
194114,9367,7097
194115,9367,7588
194116,9367,7637
194117,9367,7676
194118,9367,8008
194119,9367,8018
194120,9367,8105
194121,9367,8111
194122,9367,8128
194123,9367,8401
194124,9367,8403
194125,9367,8406
194126,9367,8433
194127,9367,8573
194128,9367,8697
194129,9367,8699
194130,9367,8700
194131,9367,8703
194132,9367,8777
194133,9367,8789
194134,9367,8798
194135,9367,8875
194136,9367,9009
194137,9367,9271
194138,9367,9277
194139,9367,9284
194140,9367,9327
194141,9367,9365
194142,9367,9539
194143,9367,9558
194144,9367,9560
194145,9367,9561
194146,9367,9562
194147,9367,9564
194148,9367,9565
194149,9367,9566
194150,9367,9568
194151,9367,9616
194152,9367,9716
194153,9367,9732
194154,9367,9734
194155,9367,9916
194156,9367,9917
194157,9367,9972
194158,9367,10080
194159,9367,10110
194160,9368,797
194161,9368,1112
194162,9368,1169
194163,9368,1588
194164,9368,2220
194165,9368,2378
194166,9368,2529
194167,9368,2613
194168,9368,2976
194169,9368,3324
194170,9368,3344
194171,9368,3646
194172,9368,3774
194173,9368,3790
194174,9368,3844
194175,9368,4156
194176,9368,4391
194177,9368,4952
194178,9368,4962
194179,9368,5224
194180,9368,5576
194181,9368,6487
194182,9368,7074
194183,9368,7088
194184,9368,7829
194185,9368,8398
194186,9368,8886
194187,9368,9366
194188,9368,9505
194189,9368,9565
194190,9368,9734
194191,9368,9905
194192,9369,4156
194193,9369,4973
194194,9369,5569
194195,9369,9321
194196,9369,9366
194197,9369,9562
194198,9369,9685
194199,9370,339
194200,9370,777
194201,9370,920
194202,9370,921
194203,9370,2254
194204,9370,2418
194205,9370,2506
194206,9370,3441
194207,9370,4002
194208,9370,4003
194209,9370,4302
194210,9370,5224
194211,9370,5793
194212,9370,6148
194213,9370,6225
194214,9370,6587
194215,9370,6724
194216,9370,6729
194217,9370,7248
194218,9370,7412
194219,9370,7644
194220,9370,7801
194221,9370,7877
194222,9370,7913
194223,9370,8028
194224,9370,9287
194225,9370,9366
194226,9370,9376
194227,9370,9502
194228,9370,9558
194229,9370,9561
194230,9370,9562
194231,9370,9568
194232,9370,9577
194233,9370,9579
194234,9370,9749
194235,9370,9875
194236,9370,9913
194237,9370,9914
194238,9370,9915
194239,9370,9916
194240,9370,9917
194241,9371,130
194242,9371,421
194243,9371,423
194244,9371,424
194245,9371,845
194246,9371,846
194247,9371,1011
194248,9371,1207
194249,9371,1218
194250,9371,1220
194251,9371,1294
194252,9371,1401
194253,9371,1405
194254,9371,1423
194255,9371,1590
194256,9371,1593
194257,9371,1964
194258,9371,2062
194259,9371,2669
194260,9371,2728
194261,9371,3161
194262,9371,4407
194263,9371,4736
194264,9371,4939
194265,9371,5090
194266,9371,5927
194267,9371,6509
194268,9371,7442
194269,9371,7759
194270,9371,7795
194271,9371,7796
194272,9371,8129
194273,9371,8392
194274,9371,8393
194275,9371,8394
194276,9371,8400
194277,9371,8401
194278,9371,8402
194279,9371,8411
194280,9371,8517
194281,9371,8650
194282,9371,8777
194283,9371,8782
194284,9371,8862
194285,9371,8935
194286,9371,8940
194287,9371,8941
194288,9371,8961
194289,9371,9365
194290,9371,9565
194291,9371,9722
194292,9371,9904
194293,9372,1513
194294,9372,2220
194295,9372,2654
194296,9372,2741
194297,9372,3450
194298,9372,3593
194299,9372,4002
194300,9372,4003
194301,9372,4526
194302,9372,4720
194303,9372,6182
194304,9372,9325
194305,9372,9564
194306,9373,541
194307,9373,1458
194308,9373,1531
194309,9373,1787
194310,9373,2256
194311,9373,2361
194312,9373,2669
194313,9373,2835
194314,9373,2890
194315,9373,2905
194316,9373,4002
194317,9373,4003
194318,9373,4715
194319,9373,4929
194320,9373,5121
194321,9373,5132
194322,9373,6057
194323,9373,6225
194324,9373,6507
194325,9373,6905
194326,9373,7048
194327,9373,7423
194328,9373,7574
194329,9373,7576
194330,9373,7680
194331,9373,7681
194332,9373,7713
194333,9373,8665
194334,9373,8867
194335,9373,9219
194336,9373,9320
194337,9373,9321
194338,9373,9322
194339,9373,9326
194340,9373,9327
194341,9373,9555
194342,9373,9557
194343,9373,9561
194344,9373,9562
194345,9373,9564
194346,9374,537
194347,9374,899
194348,9374,1649
194349,9374,4154
194350,9374,4156
194351,9375,537
194352,9375,2061
194353,9375,5996
194354,9375,6511
194355,9375,9380
194356,9376,998
194357,9376,2835
194358,9376,4156
194359,9376,4950
194360,9376,5018
194361,9376,5020
194362,9376,5031
194363,9376,5569
194364,9376,6409
194365,9376,6516
194366,9376,7188
194367,9376,8437
194368,9376,8611
194369,9376,8777
194370,9376,8830
194371,9376,8831
194372,9376,9204
194373,9376,9370
194374,9376,9557
194375,9376,9564
194376,9376,9568
194377,9376,9670
194378,9376,9681
194379,9376,10110
194380,9377,2573
194381,9377,2809
194382,9377,2810
194383,9377,6225
194384,9378,124
194385,9378,127
194386,9378,309
194387,9378,364
194388,9378,440
194389,9378,537
194390,9378,781
194391,9378,838
194392,9378,1226
194393,9378,1671
194394,9378,2202
194395,9378,2280
194396,9378,2570
194397,9378,2647
194398,9378,2714
194399,9378,2807
194400,9378,3075
194401,9378,3111
194402,9378,3385
194403,9378,4689
194404,9378,4833
194405,9378,5669
194406,9378,5788
194407,9378,5811
194408,9378,5849
194409,9378,5850
194410,9378,5953
194411,9378,5989
194412,9378,5990
194413,9378,6408
194414,9378,6409
194415,9378,6596
194416,9378,6604
194417,9378,6794
194418,9378,7307
194419,9378,7965
194420,9378,8043
194421,9378,8611
194422,9378,8622
194423,9378,8687
194424,9378,8929
194425,9378,9238
194426,9378,9240
194427,9378,9241
194428,9378,9243
194429,9378,9245
194430,9378,9495
194431,9378,9565
194432,9378,9588
194433,9378,9589
194434,9378,9667
194435,9378,9670
194436,9378,9673
194437,9378,9681
194438,9378,9685
194439,9378,9686
194440,9378,9699
194441,9378,9910
194442,9379,550
194443,9379,9015
194444,9380,537
194445,9380,677
194446,9380,830
194447,9380,2528
194448,9380,3093
194449,9380,4381
194450,9380,4643
194451,9380,4977
194452,9380,6012
194453,9380,6895
194454,9380,7016
194455,9380,7494
194456,9380,8023
194457,9380,8025
194458,9380,8129
194459,9380,8807
194460,9380,9107
194461,9380,9108
194462,9380,9113
194463,9380,9375
194464,9381,970
194465,9381,1209
194466,9381,1306
194467,9381,2669
194468,9381,4003
194469,9381,4376
194470,9381,5031
194471,9381,5569
194472,9381,6130
194473,9381,6409
194474,9381,6538
194475,9381,6724
194476,9381,7478
194477,9381,7621
194478,9381,7644
194479,9381,8092
194480,9381,8489
194481,9381,9204
194482,9381,9326
194483,9381,9363
194484,9381,9365
194485,9381,9366
194486,9381,9567
194487,9381,9619
194488,9381,9670
194489,9381,9685
194490,9381,9875
194491,9382,537
194492,9382,7446
194493,9382,9681
194494,9383,864
194495,9383,1514
194496,9383,1649
194497,9383,2164
194498,9383,2340
194499,9383,3109
194500,9383,4377
194501,9383,5789
194502,9383,5895
194503,9383,6225
194504,9383,7237
194505,9383,7264
194506,9383,7363
194507,9383,7565
194508,9384,2669
194509,9384,4156
194510,9384,6008
194511,9384,6862
194512,9384,6937
194513,9384,8984
194514,9384,9734
194515,9385,635
194516,9385,779
194517,9385,1853
194518,9385,3861
