,gene1,gene2
10318,589,8798
10319,589,9599
10320,589,9713
10321,590,1151
10322,590,1367
10323,590,1761
10324,590,2000
10325,590,2107
10326,590,3131
10327,590,3472
10328,590,3473
10329,590,3973
10330,590,4388
10331,590,6753
10332,590,7088
10333,590,7402
10334,590,7565
10335,590,7566
10336,590,8067
10337,590,8621
10338,590,8843
10339,590,8941
10340,591,1354
10341,591,1851
10342,591,6225
10343,591,7198
10344,591,7849
10345,591,9817
10346,592,2479
10347,592,6214
10348,592,7888
10349,593,14
10350,593,62
10351,593,646
10352,593,1407
10353,593,1855
10354,593,1947
10355,593,2669
10356,593,3237
10357,593,3472
10358,593,3473
10359,593,3592
10360,593,3645
10361,593,3646
10362,593,4864
10363,593,5006
10364,593,5007
10365,593,5915
10366,593,6758
10367,593,6828
10368,593,6887
10369,593,7565
10370,593,8180
10371,594,14
10372,594,646
10373,594,1367
10374,594,2062
10375,594,2110
10376,594,3472
10377,594,3473
10378,594,4126
10379,594,4864
10380,594,6887
10381,594,7565
10382,595,3487
10383,595,6225
10384,595,7565
10385,595,8843
10386,595,8984
10387,596,335
10388,596,1599
10389,596,2220
10390,596,2669
10391,596,2991
10392,596,3170
10393,596,5041
10394,596,5047
10395,596,5067
10396,596,5069
10397,596,5789
10398,596,6046
10399,596,6148
10400,596,6457
10401,596,6460
10402,596,6649
10403,596,6828
10404,596,7027
10405,596,7032
10406,596,7035
10407,596,7041
10408,596,7363
10409,596,7565
10410,596,7676
10411,596,7757
10412,596,7881
10413,596,8777
10414,596,8843
10415,596,8907
10416,596,9719
10417,596,9790
10418,596,9913
10419,596,9914
10420,596,9915
10421,596,9916
10422,596,9917
10423,597,3221
10424,597,3472
10425,597,3473
10426,597,8611
10427,597,8875
10428,599,1118
10429,599,2529
10430,599,6225
10431,600,507
10432,600,3861
10433,600,7363
10434,600,7565
10435,600,8614
10436,601,537
10437,601,1118
10438,601,1302
10439,601,1948
10440,601,2613
10441,601,3592
10442,601,4021
10443,601,5156
10444,601,6214
10445,601,6828
10446,601,7565
10447,601,8028
10448,601,8078
10449,601,9366
10450,602,335
10451,602,646
10452,602,948
10453,602,1161
10454,602,1407
10455,602,2747
10456,602,3413
10457,602,3576
10458,602,5138
10459,602,5862
10460,602,6457
10461,602,6458
10462,602,6459
10463,602,6793
10464,602,7080
10465,602,7095
10466,602,7101
10467,602,7102
10468,602,7363
10469,602,8060
10470,602,8391
10471,602,8392
10472,602,8393
10473,602,9027
10474,602,9028
10475,602,9914
10476,603,3542
10477,603,6842
10478,603,8433
10479,604,130
10480,604,230
10481,604,605
10482,604,845
10483,604,881
10484,604,882
10485,604,1171
10486,604,1450
10487,604,1596
10488,604,2061
10489,604,2062
10490,604,2459
10491,604,2460
10492,604,2574
10493,604,2590
10494,604,2669
10495,604,3324
10496,604,3838
10497,604,4249
10498,604,4338
10499,604,4407
10500,604,4571
10501,604,5579
10502,604,5996
10503,604,6509
10504,604,6684
10505,604,6692
10506,604,7412
10507,604,8112
10508,604,8116
10509,604,8392
10510,604,8393
10511,604,8400
10512,604,8401
10513,604,8405
10514,604,8406
10515,604,8407
10516,604,8408
10517,604,8409
10518,604,8410
10519,604,8411
10520,604,8517
10521,604,8614
10522,604,8647
10523,604,9277
10524,604,9900
10525,605,604
10526,605,820
10527,605,2061
10528,605,2459
10529,605,2460
10530,605,2712
10531,605,2728
10532,605,3256
10533,605,4506
10534,605,7108
10535,605,7307
10536,605,7472
10537,605,7506
10538,605,8392
10539,605,8398
10540,605,8399
10541,605,8400
10542,605,8401
10543,605,8405
10544,605,8406
10545,605,8407
10546,605,8408
10547,605,8411
10548,605,8647
10549,605,8710
10550,605,9900
10551,606,499
10552,606,882
10553,606,979
10554,606,1293
10555,606,1334
10556,606,1596
10557,606,2617
10558,606,3904
10559,606,4518
10560,606,4624
10561,606,6054
10562,606,6509
10563,606,8401
10564,606,8403
10565,606,8405
10566,606,8406
10567,606,8407
10568,606,8408
10569,606,8411
10570,606,8777
10571,607,537
10572,607,1006
10573,607,1339
10574,607,2498
10575,607,2550
10576,607,2551
10577,607,2553
10578,607,2669
10579,607,3066
10580,607,3160
10581,607,6723
10582,607,6895
10583,607,7078
10584,607,7080
10585,607,7090
10586,607,7097
10587,607,7743
10588,607,7746
10589,607,8517
10590,607,8777
10591,607,8798
10592,607,9242
10593,607,9277
10594,607,9278
10595,607,9565
10596,608,537
10597,608,3155
10598,608,3160
10599,608,4318
10600,608,4407
10601,608,6963
10602,608,7441
10603,608,7470
10604,608,8517
10605,608,8965
10606,608,9083
10607,609,610
10608,609,986
10609,609,1294
10610,609,1295
10611,609,1298
10612,609,1302
10613,609,1443
10614,609,1450
10615,609,1455
10616,609,2628
10617,609,3781
10618,609,3783
10619,609,3784
10620,609,7441
10621,609,7444
10622,609,7449
10623,609,8105
10624,609,8112
10625,610,609
10626,610,2034
10627,610,2550
10628,610,2824
10629,610,3781
10630,610,3783
10631,610,5789
10632,610,7398
10633,610,7841
10634,610,8105
10635,610,8111
10636,611,1592
10637,611,2669
10638,611,3781
10639,611,3783
10640,611,4331
10641,611,5090
10642,611,5789
10643,611,6482
10644,611,7366
10645,611,7395
10646,611,7444
10647,611,8105
10648,611,8400
10649,611,8405
10650,611,8406
10651,611,8407
10652,611,8517
10653,611,8777
10654,611,8842
10655,611,8853
10656,611,8854
10657,611,8911
10658,612,511
10659,612,1010
10660,612,1455
10661,612,1521
10662,612,2065
10663,612,2340
10664,612,2591
10665,612,2699
10666,612,2721
10667,612,3383
10668,612,3858
10669,612,4221
10670,612,4478
10671,612,5138
10672,612,6148
10673,612,6477
10674,612,6698
10675,612,6895
10676,612,7025
10677,612,7241
10678,612,7504
10679,612,7563
10680,612,8045
10681,612,8180
10682,612,9277
10683,612,9366
10684,612,9561
10685,612,9562
10686,612,9566
10687,612,9567
10688,612,9568
10689,612,9570
10690,612,9603
10691,612,9719
10692,613,9387
10693,614,6225
10694,614,9153
10695,614,9565
10696,615,5833
10697,616,1951
10698,616,3307
10699,616,6582
10700,616,7241
10701,616,7713
10702,616,9015
10703,616,9507
10704,616,9580
10705,616,9627
10706,617,618
10707,617,996
10708,617,2106
10709,617,3131
10710,617,6582
10711,617,7024
10712,617,7029
10713,617,7034
10714,617,7881
10715,617,8904
10716,617,8910
10717,617,9627
10718,618,617
10719,618,619
10720,618,1137
10721,618,2669
10722,618,6225
10723,618,7363
10724,619,618
10725,619,996
10726,619,3509
10727,619,4879
10728,619,6225
10729,619,6582
10730,619,7580
10731,619,7673
10732,619,7674
10733,619,8904
10734,619,9095
10735,619,9277
10736,619,9500
10737,619,9580
10738,619,9627
10739,620,537
10740,620,1218
10741,620,1220
10742,620,1222
10743,620,2669
10744,620,4625
10745,620,6225
10746,621,8394
10747,622,623
10748,622,624
10749,622,625
10750,622,848
10751,622,851
10752,622,854
10753,622,855
10754,622,857
10755,622,858
10756,622,9484
10757,623,622
10758,623,2321
10759,623,2669
10760,623,2997
10761,623,3017
10762,623,3279
10763,623,3831
10764,623,3889
10765,623,4266
10766,623,6468
10767,623,6511
10768,623,7785
10769,623,7965
10770,623,8083
10771,623,8476
10772,623,8480
10773,623,8562
10774,623,8762
10775,623,8999
10776,623,9518
10777,623,9917
10778,624,622
10779,624,1319
10780,624,1722
10781,624,5086
10782,624,6490
10783,624,7045
10784,624,7711
10785,624,7881
10786,624,8176
10787,624,8957
10788,624,8958
10789,624,9159
10790,624,9687
10791,624,9739
10792,624,9814
10793,624,9890
10794,625,537
10795,625,622
10796,626,7283
10797,627,6225
10798,627,7302
10799,629,2062
10800,629,4002
10801,629,4003
10802,630,1611
10803,630,2031
10804,630,2034
10805,630,2062
10806,630,2613
10807,630,3831
10808,630,4966
10809,630,6148
10810,630,7399
10811,630,7652
10812,630,8517
10813,630,8935
10814,630,8941
10815,630,9243
10816,631,537
10817,631,1958
10818,631,2044
10819,631,8092
10820,635,217
10821,635,296
10822,635,305
10823,635,636
10824,635,972
10825,635,1928
10826,635,2001
10827,635,2061
10828,635,2321
10829,635,2614
10830,635,2615
10831,635,2616
10832,635,2669
10833,635,2727
10834,635,2728
10835,635,2809
10836,635,3167
10837,635,3177
10838,635,3466
10839,635,3785
10840,635,3823
10841,635,3824
10842,635,3839
10843,635,3840
10844,635,4002
10845,635,4306
10846,635,5921
10847,635,5922
10848,635,5926
10849,635,5928
10850,635,6161
10851,635,6895
10852,635,7228
10853,635,7441
10854,635,7966
10855,635,8103
10856,635,8104
10857,635,8398
10858,635,8526
10859,635,8614
10860,635,8741
10861,635,9202
10862,635,9385
10863,635,9565
10864,635,9885
10865,636,537
10866,636,635
10867,636,881
10868,636,2728
10869,636,3839
10870,636,6161
10871,636,8066
10872,636,8104
10873,636,8886
10874,636,9685
10875,637,296
10876,637,911
10877,637,1725
10878,637,1961
10879,637,2000
10880,637,2541
10881,637,2727
10882,637,2728
10883,637,3646
10884,637,3781
10885,637,3783
10886,637,3784
10887,637,3788
10888,637,3839
10889,637,3879
10890,637,4002
10891,637,4418
10892,637,6159
10893,637,6161
10894,637,6639
10895,637,7412
10896,637,7670
10897,637,7801
10898,637,8111
10899,637,8113
10900,637,9565
10901,637,9571
10902,638,1725
10903,638,2728
10904,638,7670
10905,639,126
10906,639,136
10907,639,137
10908,639,464
10909,639,537
10910,639,640
10911,639,641
10912,639,642
10913,639,786
10914,639,1128
10915,639,1130
10916,639,1450
10917,639,1947
10918,639,2193
10919,639,2309
10920,639,2476
10921,639,3109
10922,639,3998
10923,639,4284
10924,639,4910
10925,639,5809
10926,639,5831
10927,639,5839
10928,639,6457
10929,639,6470
10930,639,6564
10931,639,7034
10932,639,7081
10933,639,7400
10934,639,8632
10935,639,8777
10936,639,8812
10937,639,9260
10938,639,9291
10939,639,9308
10940,639,9514
10941,639,9571
10942,639,9789
10943,639,9794
10944,640,136
10945,640,137
10946,640,457
10947,640,639
10948,640,641
10949,640,642
10950,640,786
10951,640,830
10952,640,1130
10953,640,1423
10954,640,1450
10955,640,1869
10956,640,2053
10957,640,2193
10958,640,2315
10959,640,2611
10960,640,2810
10961,640,3217
10962,640,3592
10963,640,3861
10964,640,4295
10965,640,4703
10966,640,4910
10967,640,5758
10968,640,5809
10969,640,5839
10970,640,6225
10971,640,6249
10972,640,6608
10973,640,7006
10974,640,7009
10975,640,7034
10976,640,7080
10977,640,7081
10978,640,7131
10979,640,7132
10980,640,7287
10981,640,7400
10982,640,7649
10983,640,7676
10984,640,8026
10985,640,8027
10986,640,8065
10987,640,8465
10988,640,8470
10989,640,8472
10990,640,8651
10991,640,8777
10992,640,8812
10993,640,9051
10994,640,9248
10995,640,9260
10996,640,9308
10997,640,9327
10998,640,9546
10999,640,9718
11000,640,9719
11001,640,9789
11002,640,9903
11003,641,136
11004,641,137
11005,641,457
11006,641,639
11007,641,640
11008,641,642
11009,641,1128
11010,641,1130
11011,641,1470
11012,641,1519
11013,641,1527
11014,641,1547
11015,641,2053
11016,641,2090
11017,641,2193
11018,641,2611
11019,641,2856
11020,641,3109
11021,641,3131
11022,641,3592
11023,641,3931
11024,641,4295
11025,641,4343
11026,641,4872
11027,641,4922
11028,641,5049
11029,641,5809
11030,641,5831
11031,641,5839
11032,641,6069
11033,641,6229
11034,641,6608
11035,641,7080
11036,641,7085
11037,641,7737
11038,641,8812
11039,641,9391
11040,641,9716
11041,641,9789
11042,641,9794
11043,642,136
11044,642,137
11045,642,457
11046,642,639
11047,642,640
11048,642,641
11049,642,646
11050,642,1130
11051,642,1450
11052,642,2193
11053,642,3109
11054,642,4295
11055,642,5800
11056,642,5809
11057,642,5839
11058,642,6608
11059,642,7080
11060,642,8065
11061,642,8812
11062,642,9391
11063,642,9492
11064,643,537
11065,643,2669
11066,643,4156
11067,644,244
11068,644,483
11069,644,489
11070,644,492
11071,644,493
11072,644,645
11073,644,646
11074,644,1161
11075,644,1737
11076,644,2001
11077,644,2002
11078,644,2158
11079,644,2529
11080,644,3208
11081,644,3499
11082,644,3831
11083,644,4338
11084,644,5017
11085,644,5138
11086,644,6363
11087,644,6365
11088,644,6864
11089,644,7205
11090,644,7221
11091,644,7564
11092,644,7611
11093,644,8614
11094,644,8687
11095,645,74
11096,645,124
11097,645,126
11098,645,218
11099,645,243
11100,645,244
11101,645,287
11102,645,335
11103,645,398
11104,645,471
11105,645,489
11106,645,492
11107,645,494
11108,645,537
11109,645,558
11110,645,581
11111,645,644
11112,645,646
11113,645,647
11114,645,773
11115,645,797
11116,645,827
11117,645,829
11118,645,885
11119,645,961
11120,645,1006
11121,645,1064
11122,645,1121
11123,645,1123
11124,645,1125
11125,645,1270
11126,645,1319
11127,645,1348
11128,645,1407
11129,645,1570
11130,645,1589
11131,645,1737
11132,645,1757
11133,645,1892
11134,645,1991
11135,645,1995
11136,645,2001
11137,645,2053
11138,645,2090
11139,645,2158
11140,645,2295
11141,645,2296
11142,645,2297
11143,645,2300
11144,645,2310
11145,645,2344
11146,645,2373
11147,645,2392
11148,645,2427
11149,645,2528
11150,645,2529
11151,645,2587
11152,645,2592
11153,645,2613
11154,645,2651
11155,645,2656
11156,645,2954
11157,645,3071
11158,645,3109
11159,645,3480
11160,645,3481
11161,645,3487
11162,645,3499
11163,645,3568
11164,645,3623
11165,645,3646
11166,645,3648
11167,645,3773
11168,645,3779
11169,645,3794
11170,645,3831
11171,645,3839
11172,645,3904
11173,645,3906
11174,645,3911
11175,645,3913
11176,645,3916
11177,645,4002
11178,645,4007
11179,645,4012
11180,645,4014
11181,645,4015
11182,645,4126
11183,645,4129
11184,645,4234
11185,645,4245
11186,645,4338
11187,645,4387
11188,645,4407
11189,645,4492
11190,645,4519
11191,645,4549
11192,645,4550
11193,645,4626
11194,645,4674
11195,645,4797
11196,645,4886
11197,645,4888
11198,645,5007
11199,645,5013
11200,645,5014
11201,645,5018
11202,645,5029
11203,645,5041
11204,645,5042
11205,645,5045
11206,645,5047
11207,645,5054
11208,645,5138
11209,645,5650
11210,645,5719
11211,645,5798
11212,645,5809
11213,645,5831
11214,645,5920
11215,645,5977
11216,645,5996
11217,645,6010
11218,645,6044
11219,645,6137
11220,645,6148
11221,645,6176
11222,645,6245
11223,645,6366
11224,645,6438
11225,645,6577
11226,645,6660
11227,645,6759
11228,645,6794
11229,645,6936
11230,645,6937
11231,645,6963
11232,645,6991
11233,645,6998
11234,645,7108
11235,645,7129
11236,645,7130
11237,645,7205
11238,645,7210
11239,645,7225
11240,645,7235
11241,645,7236
11242,645,7325
11243,645,7330
11244,645,7389
11245,645,7399
11246,645,7451
11247,645,7551
11248,645,7662
11249,645,7691
11250,645,7703
11251,645,7712
11252,645,7724
11253,645,7726
11254,645,7733
11255,645,7750
11256,645,7819
11257,645,7830
11258,645,7909
11259,645,7911
11260,645,8359
11261,645,8423
11262,645,8444
11263,645,8602
11264,645,8614
11265,645,8621
11266,645,8687
11267,645,8726
11268,645,8746
11269,645,8953
11270,645,9186
11271,645,9187
11272,645,9300
11273,645,9327
11274,645,9357
11275,645,9495
11276,645,9502
11277,645,9503
11278,645,9505
11279,645,9507
11280,645,9557
11281,645,9734
11282,645,9826
11283,645,9894
11284,645,9903
11285,645,9905
11286,645,9913
11287,645,9914
11288,645,9915
11289,645,9916
11290,645,9917
11291,645,9919
11292,646,126
11293,646,127
11294,646,129
11295,646,206
11296,646,243
11297,646,244
11298,646,287
11299,646,335
11300,646,398
11301,646,441
11302,646,471
11303,646,483
11304,646,489
11305,646,490
11306,646,492
11307,646,493
11308,646,494
11309,646,558
11310,646,593
11311,646,594
11312,646,602
11313,646,642
11314,646,644
11315,646,645
11316,646,647
11317,646,796
11318,646,885
11319,646,961
11320,646,995
11321,646,1042
11322,646,1064
11323,646,1123
11324,646,1125
11325,646,1137
11326,646,1153
11327,646,1162
11328,646,1407
11329,646,1446
11330,646,1454
11331,646,1455
11332,646,1460
11333,646,1512
11334,646,1570
11335,646,1649
11336,646,1712
11337,646,1724
11338,646,1736
11339,646,1737
11340,646,1991
11341,646,1995
11342,646,1998
11343,646,2001
11344,646,2002
11345,646,2031
11346,646,2035
11347,646,2038
11348,646,2053
11349,646,2065
11350,646,2092
11351,646,2158
11352,646,2193
11353,646,2209
11354,646,2242
11355,646,2247
11356,646,2250
11357,646,2295
11358,646,2300
11359,646,2315
11360,646,2344
11361,646,2485
11362,646,2529
11363,646,2533
11364,646,2587
11365,646,2591
11366,646,2592
11367,646,2595
11368,646,2611
11369,646,2613
11370,646,2635
11371,646,2656
11372,646,2711
11373,646,2732
11374,646,2954
11375,646,2965
11376,646,3109
11377,646,3241
11378,646,3248
11379,646,3307
11380,646,3347
11381,646,3648
11382,646,3779
11383,646,3783
11384,646,3831
11385,646,3849
11386,646,3904
11387,646,3905
11388,646,3909
11389,646,3911
11390,646,3912
11391,646,3913
11392,646,3915
11393,646,3916
11394,646,4003
11395,646,4007
11396,646,4009
11397,646,4012
11398,646,4013
11399,646,4014
11400,646,4034
11401,646,4126
11402,646,4128
11403,646,4233
11404,646,4234
11405,646,4338
11406,646,4550
11407,646,4626
11408,646,4627
11409,646,4629
11410,646,4718
11411,646,4772
11412,646,4797
11413,646,5007
11414,646,5011
11415,646,5014
11416,646,5018
11417,646,5023
11418,646,5029
11419,646,5031
11420,646,5041
11421,646,5042
11422,646,5047
11423,646,5054
11424,646,5123
11425,646,5138
11426,646,5671
11427,646,5799
11428,646,5809
11429,646,5831
11430,646,5845
11431,646,5862
11432,646,5920
11433,646,5983
11434,646,5996
11435,646,6044
11436,646,6136
11437,646,6137
11438,646,6140
11439,646,6176
11440,646,6225
11441,646,6249
11442,646,6267
11443,646,6268
11444,646,6366
11445,646,6422
11446,646,6438
11447,646,6441
11448,646,6442
11449,646,6577
11450,646,6660
11451,646,6703
11452,646,6794
11453,646,6936
11454,646,6937
11455,646,6991
11456,646,6998
11457,646,7009
11458,646,7025
11459,646,7108
11460,646,7129
11461,646,7130
11462,646,7205
11463,646,7206
11464,646,7221
11465,646,7228
11466,646,7325
11467,646,7354
11468,646,7382
11469,646,7389
11470,646,7400
11471,646,7451
11472,646,7676
11473,646,7686
11474,646,7687
11475,646,7690
11476,646,7691
11477,646,7693
11478,646,7694
11479,646,7695
11480,646,7699
11481,646,7702
11482,646,7703
11483,646,7704
11484,646,7705
11485,646,7706
11486,646,7707
11487,646,7712
11488,646,7714
11489,646,7715
11490,646,7724
11491,646,7725
11492,646,7733
11493,646,7736
11494,646,7737
11495,646,7739
11496,646,7749
11497,646,7750
11498,646,7799
11499,646,7819
11500,646,7830
11501,646,7909
11502,646,7911
11503,646,7918
11504,646,7978
11505,646,8026
11506,646,8029
11507,646,8111
11508,646,8407
11509,646,8423
11510,646,8602
11511,646,8604
11512,646,8614
11513,646,8632
11514,646,8697
11515,646,8706
11516,646,8726
11517,646,8746
11518,646,8806
11519,646,8829
11520,646,8926
11521,646,8953
11522,646,9029
11523,646,9186
11524,646,9187
11525,646,9322
11526,646,9327
11527,646,9356
11528,646,9367
11529,646,9432
11530,646,9500
11531,646,9502
11532,646,9503
11533,646,9504
11534,646,9507
11535,646,9509
11536,646,9510
11537,646,9511
11538,646,9557
11539,646,9582
11540,646,9719
11541,646,9734
11542,646,9758
11543,646,9808
11544,646,9826
11545,646,9829
11546,646,9894
11547,646,9895
11548,646,9903
11549,646,9913
11550,646,9914
11551,646,9915
11552,646,9916
11553,647,244
11554,647,645
11555,647,646
11556,647,796
11557,647,830
11558,647,1737
11559,647,3831
11560,647,3958
11561,647,4338
11562,647,4358
11563,647,4987
11564,647,5632
11565,647,5996
11566,647,5997
11567,647,6409
11568,647,6566
11569,647,9204
11570,647,9562
11571,647,9867
11572,647,9868
11573,648,950
11574,648,1708
11575,648,2050
11576,648,6993
11577,648,9387
11578,649,2809
11579,649,5789
11580,652,3389
11581,653,6225
11582,654,1423
11583,654,1428
11584,654,1431
11585,654,2770
11586,654,3784
11587,654,9086
11588,655,520
11589,655,2107
11590,655,3682
11591,655,4569
11592,655,8727
11593,655,8836
11594,657,1
11595,657,1133
11596,657,2991
11597,657,7174
11598,657,8018
11599,657,8427
11600,657,9437
11601,659,62
11602,659,507
11603,659,552
11604,659,556
11605,659,1209
11606,659,1210
11607,659,1947
11608,659,2053
11609,659,2354
11610,659,2404
11611,659,2669
11612,659,3237
11613,659,3592
11614,659,3773
11615,659,4156
11616,659,4909
11617,659,5915
11618,659,6170
11619,659,6370
11620,659,6447
11621,659,6758
11622,659,6828
11623,659,7203
11624,659,7237
11625,659,7238
11626,659,7301
11627,659,7514
11628,659,8066
11629,659,8067
11630,659,8614
11631,659,8687
11632,660,144
11633,660,558
11634,660,947
11635,660,948
11636,660,952
11637,660,1006
11638,660,1133
11639,660,1456
11640,660,1947
11641,660,1997
11642,660,1998
11643,660,2000
11644,660,2001
11645,660,2239
11646,660,2613
11647,660,3066
11648,660,3237
11649,660,3623
11650,660,4156
11651,660,5017
11652,660,5041
11653,660,5042
11654,660,5076
11655,660,6012
11656,660,6013
11657,660,6182
11658,660,6457
11659,660,6610
11660,660,6764
11661,660,6797
11662,660,7078
11663,660,7094
11664,660,7097
11665,660,7238
11666,660,7382
11667,660,7504
11668,660,7592
11669,660,7741
11670,660,7744
11671,660,7746
11672,660,8632
11673,660,9006
11674,660,9242
11675,660,9571
11676,660,9841
11677,660,9905
11678,661,484
11679,661,559
11680,661,2065
11681,661,2694
11682,661,4007
11683,661,4016
11684,661,4496
11685,661,4614
11686,661,7175
11687,661,7720
11688,661,8206
11689,661,8219
11690,661,8229
11691,661,8746
11692,661,9512
11693,661,9518
11694,662,100
11695,662,272
11696,662,2065
11697,662,2310
11698,662,2351
11699,662,3213
11700,662,3307
11701,662,3543
11702,662,4286
11703,662,5226
11704,662,7132
11705,662,8792
11706,662,9687
11707,662,9734
11708,662,9826
11709,663,664
11710,663,2669
11711,663,3071
11712,663,3646
11713,663,5925
11714,663,6225
11715,663,6610
11716,663,7505
11717,663,8622
11718,663,8798
11719,663,8907
11720,663,9028
11721,663,9321
11722,664,663
11723,664,1225
11724,664,1443
11725,664,2648
11726,664,2650
11727,664,3248
11728,664,3799
11729,664,4295
11730,664,6148
11731,664,6410
11732,664,7505
11733,664,8116
11734,664,8129
11735,664,8517
11736,664,8622
11737,664,8777
11738,664,9028
11739,664,9388
11740,665,939
11741,665,2727
11742,665,5158
11743,665,5159
11744,665,5160
11745,665,8940
11746,665,8941
11747,665,9577
11748,666,511
11749,666,1123
11750,666,1124
11751,666,1125
11752,666,2727
11753,666,3771
11754,666,5925
11755,666,9503
11756,666,9505
11757,667,439
11758,667,560
11759,667,668
11760,667,1032
11761,667,1086
11762,667,1399
11763,667,1582
11764,667,1583
11765,667,1600
11766,667,2809
11767,667,3752
11768,667,3850
11769,667,4026
11770,667,4285
11771,667,5122
11772,667,5125
11773,667,5127
11774,667,7006
11775,667,7444
11776,667,8605
11777,667,8842
11778,667,9100
11779,667,9101
11780,667,9264
11781,667,9277
11782,667,9287
11783,668,667
11784,668,1032
11785,668,1057
11786,668,1399
11787,668,1582
11788,668,1583
11789,668,2449
11790,668,2539
11791,668,3752
11792,668,3771
11793,668,3850
11794,668,4074
11795,668,4285
11796,668,4520
11797,668,5122
11798,668,5127
11799,668,5686
11800,668,7202
11801,668,7444
11802,668,7704
11803,668,8416
11804,668,8702
11805,668,8842
11806,668,9100
11807,668,9101
11808,668,9264
11809,668,9495
11810,668,9561
11811,668,9565
11812,668,9586
11813,669,6225
11814,669,8397
11815,670,781
11816,670,6727
11817,670,7080
11818,670,8958
11819,671,672
11820,671,6727
11821,672,671
11822,672,2358
11823,672,3517
11824,672,4986
11825,672,7080
11826,673,2859
11827,673,5104
11828,673,5105
11829,673,5106
11830,673,5107
11831,673,5108
11832,674,830
11833,674,2002
11834,674,2972
11835,674,3374
11836,674,3857
11837,674,3896
11838,674,5911
11839,674,6414
11840,674,6595
11841,674,9518
11842,676,537
11843,676,3873
11844,676,4312
11845,676,8960
11846,676,9813
11847,677,361
11848,677,777
11849,677,1156
11850,677,1161
11851,677,1450
11852,677,1855
11853,677,2217
11854,677,3650
11855,677,3785
11856,677,4155
11857,677,4343
11858,677,4407
11859,677,4678
11860,677,5707
11861,677,5833
11862,677,6341
11863,677,6408
11864,677,6452
11865,677,7083
11866,677,7240
11867,677,8116
11868,677,8902
11869,677,9380
11870,677,9716
11871,677,9718
11872,677,9913
11873,680,537
11874,680,2062
11875,680,4046
11876,680,4290
11877,680,5008
11878,680,6146
11879,680,6594
11880,680,8611
11881,680,8875
11882,680,8956
11883,680,9348
11884,681,459
11885,681,1130
11886,681,1455
11887,681,1533
11888,681,2062
11889,681,2665
11890,681,4287
11891,681,4788
11892,681,5755
11893,681,5789
11894,681,5886
11895,681,6285
11896,681,6862
11897,681,7077
11898,681,7480
11899,681,7481
11900,681,7716
11901,681,7740
11902,681,8434
11903,681,9277
11904,681,9286
11905,681,9287
11906,681,9502
11907,681,9571
11908,683,183
11909,683,537
11910,683,2855
11911,683,4669
11912,683,5996
11913,683,6245
11914,683,6815
11915,683,8836
11916,683,8941
11917,683,9719
11918,684,3646
11919,684,5015
11920,684,8829
11921,685,339
11922,685,537
11923,685,551
11924,685,1153
11925,685,1754
11926,685,2042
11927,685,2351
11928,685,2657
11929,685,2681
11930,685,2991
11931,685,3338
11932,685,3650
11933,685,4015
11934,685,4388
11935,685,4714
11936,685,5576
11937,685,5723
11938,685,5774
11939,685,5789
11940,685,5880
11941,685,5885
11942,685,6636
11943,685,7247
11944,685,7339
11945,685,7681
11946,685,7696
11947,685,7881
11948,685,8508
11949,685,8590
11950,685,8984
11951,685,8985
11952,685,9206
11953,685,9660
11954,685,9917
11955,687,6225
11956,688,335
11957,688,537
11958,688,838
11959,688,1222
11960,688,1491
11961,688,2590
11962,688,2809
11963,688,2855
11964,688,3592
11965,688,4496
11966,688,5789
11967,688,5915
11968,688,6212
11969,688,7412
11970,688,7413
11971,688,8699
11972,688,8789
11973,689,537
11974,689,838
11975,689,3799
11976,689,6225
11977,689,7412
11978,689,9327
11979,691,9445
11980,692,823
11981,692,2669
11982,692,6225
11983,692,6649
11984,692,9707
11985,693,12
11986,693,1450
11987,693,1575
11988,693,1997
11989,693,2000
11990,693,2060
11991,693,2062
11992,693,2552
11993,693,2732
11994,693,2769
11995,693,2809
11996,693,2991
11997,693,3123
11998,693,3131
11999,693,3592
12000,693,3792
12001,693,4234
12002,693,4343
12003,693,4407
12004,693,5029
12005,693,5576
12006,693,6042
12007,693,6225
12008,693,6420
12009,693,6707
12010,693,6902
12011,693,7080
12012,693,7081
12013,693,7090
12014,693,7192
12015,693,7245
12016,693,7588
12017,693,7592
12018,693,7637
12019,693,8067
12020,693,8116
12021,693,8719
12022,693,8728
12023,693,8789
12024,693,9218
12025,693,9219
12026,693,9277
12027,693,9319
12028,693,9716
12029,693,9865
12030,693,9866
12031,694,844
12032,694,978
12033,694,3781
12034,694,5563
12035,694,6140
12036,694,6545
12037,694,7380
12038,694,7525
12039,694,9666
12040,694,9817
12041,695,537
12042,695,6225
12043,695,8632
12044,696,537
12045,696,8746
12046,698,699
12047,698,701
12048,698,826
12049,698,972
12050,698,1132
12051,698,1135
12052,698,1138
12053,698,1454
12054,698,1928
12055,698,1933
12056,698,1937
12057,698,1997
12058,698,2001
12059,698,2002
12060,698,2004
12061,698,2809
12062,698,3147
12063,698,3259
12064,698,3260
12065,698,3900
12066,698,4407
12067,698,6032
12068,698,6040
12069,698,7080
12070,698,7743
12071,698,7744
12072,698,8394
12073,698,8576
12074,698,8612
12075,699,82
12076,699,133
12077,699,291
12078,699,295
12079,699,298
12080,699,364
12081,699,468
12082,699,473
12083,699,475
12084,699,515
12085,699,537
12086,699,550
12087,699,556
12088,699,557
12089,699,698
12090,699,700
12091,699,701
12092,699,720
12093,699,732
12094,699,739
