,mir,disease
5016,246,5231
5017,246,5234
5018,246,5258
5019,246,5542
5020,246,5927
5021,246,5937
5022,246,5943
5023,246,6051
5024,246,6458
5025,246,6464
5026,246,6467
5027,246,6468
5028,246,6476
5029,246,6483
5030,246,6488
5031,246,6578
5032,246,6586
5033,246,6603
5034,246,6645
5035,246,6669
5036,246,6689
5037,246,6694
5038,246,6695
5039,246,7465
5040,246,7793
5041,246,7796
5042,246,7880
5043,246,7885
5044,246,7890
5045,246,8180
5046,246,8217
5047,246,8371
5048,246,8486
5049,246,8625
5050,246,8666
5051,246,8693
5052,246,8974
5053,246,9038
5054,246,9132
5055,246,9225
5056,246,9235
5057,246,9254
5058,246,9265
5059,246,9300
5060,246,9410
5061,246,9412
5062,246,9525
5063,246,9619
5064,246,9809
5065,246,9902
5066,246,9981
5067,246,9982
5068,246,10338
5069,246,10348
5070,246,10403
5071,246,10520
5072,246,10572
5073,246,10684
5074,246,10721
5075,246,10760
5076,246,10761
5077,246,10765
5078,246,10832
5079,246,10927
5080,246,11232
5081,246,11238
5082,246,11284
5083,246,11458
5084,246,11545
5085,247,472
5086,247,530
5087,247,1133
5088,247,1557
5089,247,2113
5090,247,2135
5091,247,2143
5092,247,2147
5093,247,2160
5094,247,2202
5095,247,2695
5096,247,2707
5097,247,2710
5098,247,3031
5099,247,4401
5100,247,4657
5101,247,4748
5102,247,4751
5103,247,5133
5104,247,5159
5105,247,5234
5106,247,6384
5107,247,6458
5108,247,6460
5109,247,6464
5110,247,6468
5111,247,6476
5112,247,6483
5113,247,6486
5114,247,6582
5115,247,6669
5116,247,6671
5117,247,6679
5118,247,6686
5119,247,7465
5120,247,7793
5121,247,7796
5122,247,7873
5123,247,8180
5124,247,8530
5125,247,8666
5126,247,8693
5127,247,8974
5128,247,9038
5129,247,9065
5130,247,9229
5131,247,9235
5132,247,9306
5133,247,9525
5134,247,9803
5135,247,9950
5136,247,9982
5137,247,10465
5138,247,10684
5139,247,10759
5140,247,11369
5141,248,472
5142,248,529
5143,248,727
5144,248,1133
5145,248,1557
5146,248,2113
5147,248,2119
5148,248,2135
5149,248,2143
5150,248,2160
5151,248,2695
5152,248,2707
5153,248,2710
5154,248,3031
5155,248,4401
5156,248,4657
5157,248,4748
5158,248,4751
5159,248,5133
5160,248,5234
5161,248,6384
5162,248,6458
5163,248,6468
5164,248,6486
5165,248,6582
5166,248,6669
5167,248,6679
5168,248,7465
5169,248,7793
5170,248,7873
5171,248,8180
5172,248,8530
5173,248,8666
5174,248,8693
5175,248,8974
5176,248,9038
5177,248,9065
5178,248,9229
5179,248,9235
5180,248,9306
5181,248,9525
5182,248,9803
5183,248,9950
5184,248,9982
5185,248,10465
5186,248,10684
5187,248,10759
5188,248,11369
5189,249,9139
5190,250,727
5191,251,2710
5192,252,484
5193,252,529
5194,252,530
5195,252,532
5196,252,534
5197,252,551
5198,252,628
5199,252,686
5200,252,689
5201,252,727
5202,252,1074
5203,252,1080
5204,252,1203
5205,252,1397
5206,252,1444
5207,252,1534
5208,252,1557
5209,252,1574
5210,252,2113
5211,252,2114
5212,252,2117
5213,252,2118
5214,252,2119
5215,252,2120
5216,252,2129
5217,252,2135
5218,252,2143
5219,252,2151
5220,252,2155
5221,252,2160
5222,252,2163
5223,252,2169
5224,252,2170
5225,252,2177
5226,252,2198
5227,252,2232
5228,252,2304
5229,252,2472
5230,252,2572
5231,252,2577
5232,252,2695
5233,252,2707
5234,252,2710
5235,252,2970
5236,252,3081
5237,252,3446
5238,252,3457
5239,252,3970
5240,252,3994
5241,252,4022
5242,252,4048
5243,252,4402
5244,252,4411
5245,252,4657
5246,252,4669
5247,252,4671
5248,252,4748
5249,252,4751
5250,252,4832
5251,252,5133
5252,252,5157
5253,252,5159
5254,252,5234
5255,252,5242
5256,252,5378
5257,252,5542
5258,252,5676
5259,252,5860
5260,252,5935
5261,252,5937
5262,252,5948
5263,252,5987
5264,252,6051
5265,252,6177
5266,252,6219
5267,252,6225
5268,252,6451
5269,252,6458
5270,252,6460
5271,252,6463
5272,252,6464
5273,252,6468
5274,252,6474
5275,252,6476
5276,252,6478
5277,252,6486
5278,252,6488
5279,252,6578
5280,252,6584
5281,252,6645
5282,252,6669
5283,252,6671
5284,252,6672
5285,252,6675
5286,252,6679
5287,252,6682
5288,252,6683
5289,252,6686
5290,252,6689
5291,252,6694
5292,252,6699
5293,252,7276
5294,252,7445
5295,252,7465
5296,252,7561
5297,252,7695
5298,252,7793
5299,252,7796
5300,252,7847
5301,252,7873
5302,252,7885
5303,252,7890
5304,252,8140
5305,252,8180
5306,252,8250
5307,252,8374
5308,252,8375
5309,252,8486
5310,252,8666
5311,252,8693
5312,252,8974
5313,252,9075
5314,252,9120
5315,252,9148
5316,252,9235
5317,252,9295
5318,252,9410
5319,252,9504
5320,252,9525
5321,252,9583
5322,252,9610
5323,252,9615
5324,252,9803
5325,252,9950
5326,252,9982
5327,252,10338
5328,252,10348
5329,252,10376
5330,252,10393
5331,252,10478
5332,252,10609
5333,252,10760
5334,252,10761
5335,252,10765
5336,252,10831
5337,252,10922
5338,252,10927
5339,252,11216
5340,252,11282
5341,252,11369
5342,252,11458
5343,255,1074
5344,255,1080
5345,255,1534
5346,255,1557
5347,255,1574
5348,255,2120
5349,255,2135
5350,255,2160
5351,255,2169
5352,255,2232
5353,255,2472
5354,255,2695
5355,255,2710
5356,255,4411
5357,255,4657
5358,255,4669
5359,255,4671
5360,255,4748
5361,255,5935
5362,255,5937
5363,255,6458
5364,255,6460
5365,255,6463
5366,255,6464
5367,255,6468
5368,255,6476
5369,255,6586
5370,255,6645
5371,255,6669
5372,255,6671
5373,255,6672
5374,255,6682
5375,255,6689
5376,255,7445
5377,255,7465
5378,255,7793
5379,255,7796
5380,255,8180
5381,255,8250
5382,255,8374
5383,255,8666
5384,255,9075
5385,255,9148
5386,255,9525
5387,255,9583
5388,255,9615
5389,255,9803
5390,255,9950
5391,255,9982
5392,255,10831
5393,256,1127
5394,256,2117
5395,256,2232
5396,256,2577
5397,256,3457
5398,256,3988
5399,256,4669
5400,256,5927
5401,256,5937
5402,256,6458
5403,256,6468
5404,256,6476
5405,256,6484
5406,256,8625
5407,256,9353
5408,256,10376
5409,256,10765
5410,256,10927
5411,256,11461
5412,256,11638
5413,257,2172
5414,258,472
5415,258,479
5416,258,484
5417,258,550
5418,258,622
5419,258,686
5420,258,689
5421,258,1044
5422,258,1074
5423,258,1133
5424,258,1557
5425,258,2112
5426,258,2117
5427,258,2119
5428,258,2129
5429,258,2135
5430,258,2143
5431,258,2144
5432,258,2147
5433,258,2155
5434,258,2158
5435,258,2160
5436,258,2162
5437,258,2164
5438,258,2172
5439,258,2198
5440,258,2351
5441,258,2571
5442,258,2577
5443,258,2695
5444,258,2710
5445,258,2792
5446,258,3456
5447,258,4657
5448,258,4748
5449,258,4751
5450,258,5133
5451,258,5159
5452,258,5234
5453,258,5378
5454,258,5860
5455,258,5937
5456,258,6052
5457,258,6185
5458,258,6458
5459,258,6459
5460,258,6464
5461,258,6468
5462,258,6473
5463,258,6476
5464,258,6478
5465,258,6483
5466,258,6645
5467,258,6669
5468,258,6671
5469,258,6681
5470,258,7258
5471,258,7465
5472,258,7688
5473,258,7793
5474,258,7880
5475,258,7890
5476,258,8180
5477,258,8250
5478,258,8257
5479,258,8281
5480,258,8625
5481,258,8661
5482,258,8666
5483,258,8693
5484,258,9229
5485,258,9410
5486,258,9525
5487,258,10572
5488,258,10758
5489,258,10762
5490,258,10763
5491,258,10765
5492,258,10767
5493,258,10831
5494,258,10927
5495,258,11148
5496,258,11458
5497,259,6671
5498,259,6694
5499,259,7465
5500,259,7793
5501,259,7873
5502,259,8180
5503,259,8625
5504,259,8666
5505,259,9353
5506,259,9410
5507,259,10761
5508,259,10765
5509,259,10831
5510,259,10927
5511,259,11148
5512,259,11369
5513,260,1043
5514,260,1557
5515,260,2135
5516,260,2143
5517,260,2225
5518,260,2660
5519,260,2710
5520,260,2970
5521,260,4657
5522,260,4748
5523,260,4751
5524,260,5117
5525,260,5231
5526,260,5937
5527,260,6050
5528,260,6458
5529,260,6468
5530,260,6476
5531,260,6483
5532,260,6488
5533,260,6575
5534,260,6645
5535,260,6669
5536,260,6671
5537,260,6694
5538,260,7465
5539,260,7793
5540,260,7873
5541,260,8180
5542,260,8625
5543,260,8666
5544,260,9132
5545,260,9353
5546,260,9410
5547,260,10338
5548,260,10761
5549,260,10765
5550,260,10831
5551,260,10927
5552,260,11369
5553,261,472
5554,261,532
5555,261,534
5556,261,551
5557,261,906
5558,261,915
5559,261,1074
5560,261,1127
5561,261,1444
5562,261,1557
5563,261,2117
5564,261,2119
5565,261,2120
5566,261,2135
5567,261,2143
5568,261,2144
5569,261,2155
5570,261,2158
5571,261,2172
5572,261,2232
5573,261,2695
5574,261,2710
5575,261,3081
5576,261,3457
5577,261,3465
5578,261,3873
5579,261,4657
5580,261,4748
5581,261,4751
5582,261,5231
5583,261,5563
5584,261,5937
5585,261,6458
5586,261,6468
5587,261,6476
5588,261,6575
5589,261,6694
5590,261,7302
5591,261,7793
5592,261,7819
5593,261,7867
5594,261,8180
5595,261,8281
5596,261,8486
5597,261,8586
5598,261,8666
5599,261,8693
5600,261,8974
5601,261,9229
5602,261,9525
5603,261,9583
5604,261,9950
5605,261,9991
5606,261,10376
5607,261,10465
5608,261,10758
5609,261,10760
5610,261,10765
5611,261,10833
5612,261,10927
5613,261,11458
5614,262,551
5615,262,1048
5616,262,1129
5617,262,1557
5618,262,2135
5619,262,2155
5620,262,2225
5621,262,2710
5622,262,4657
5623,262,4748
5624,262,4751
5625,262,5117
5626,262,5231
5627,262,5937
5628,262,6464
5629,262,6468
5630,262,6476
5631,262,6483
5632,262,6488
5633,262,6575
5634,262,6645
5635,262,7445
5636,262,8180
5637,262,8666
5638,262,8974
5639,262,9120
5640,262,9353
5641,262,9525
5642,262,9950
5643,262,10376
5644,262,10761
5645,262,10765
5646,262,11284
5647,263,551
5648,263,1048
5649,263,1557
5650,263,2135
5651,263,2225
5652,263,2710
5653,263,4657
5654,263,4748
5655,263,4751
5656,263,5117
5657,263,5231
5658,263,6468
5659,263,6476
5660,263,6483
5661,263,6575
5662,263,6645
5663,263,7445
5664,263,7873
5665,263,8666
5666,263,8974
5667,263,9120
5668,263,9353
5669,263,9950
5670,263,10376
5671,263,10761
5672,263,10765
5673,263,11284
5674,263,11369
5675,265,727
5676,265,1534
5677,265,1557
5678,265,2114
5679,265,2135
5680,265,2176
5681,265,2472
5682,265,3446
5683,265,3478
5684,265,4048
5685,265,4386
5686,265,4657
5687,265,4748
5688,265,5133
5689,265,5150
5690,265,5234
5691,265,5563
5692,265,6463
5693,265,6468
5694,265,6476
5695,265,6488
5696,265,6645
5697,265,7258
5698,265,7445
5699,265,7850
5700,265,7873
5701,265,8180
5702,265,8250
5703,265,8666
5704,265,8974
5705,265,9353
5706,265,9505
5707,265,9525
5708,265,10554
5709,265,10760
5710,265,10765
5711,265,10927
5712,266,1129
5713,266,2112
5714,266,2114
5715,266,2135
5716,266,2155
5717,266,4748
5718,266,4751
5719,266,5117
5720,266,6476
5721,266,6483
5722,266,7445
5723,266,7873
5724,266,8666
5725,266,8693
5726,266,8974
5727,266,9229
5728,266,9525
5729,266,10760
5730,266,10761
5731,266,10765
5732,267,468
5733,267,472
5734,267,527
5735,267,532
5736,267,671
5737,267,780
5738,267,1002
5739,267,1074
5740,267,1127
5741,267,1363
5742,267,1444
5743,267,1557
5744,267,2114
5745,267,2116
5746,267,2117
5747,267,2118
5748,267,2119
5749,267,2120
5750,267,2122
5751,267,2124
5752,267,2128
5753,267,2135
5754,267,2143
5755,267,2151
5756,267,2154
5757,267,2155
5758,267,2158
5759,267,2160
5760,267,2162
5761,267,2168
5762,267,2171
5763,267,2172
5764,267,2176
5765,267,2230
5766,267,2361
5767,267,2519
5768,267,2571
5769,267,2693
5770,267,2707
5771,267,2710
5772,267,3057
5773,267,3457
5774,267,3880
5775,267,3988
5776,267,4098
5777,267,4103
5778,267,4400
5779,267,4402
5780,267,4657
5781,267,4741
5782,267,4748
5783,267,4751
5784,267,5133
5785,267,5234
5786,267,5378
5787,267,5420
5788,267,5676
5789,267,5937
5790,267,6052
5791,267,6188
5792,267,6223
5793,267,6406
5794,267,6461
5795,267,6466
5796,267,6476
5797,267,6483
5798,267,6488
5799,267,6529
5800,267,6585
5801,267,6586
5802,267,6645
5803,267,6679
5804,267,7445
5805,267,7465
5806,267,7561
5807,267,7565
5808,267,7793
5809,267,7890
5810,267,8180
5811,267,8250
5812,267,8666
5813,267,8693
5814,267,8945
5815,267,8974
5816,267,9038
5817,267,9128
5818,267,9306
5819,267,9410
5820,267,9525
5821,267,9917
5822,267,10348
5823,267,10455
5824,267,10465
5825,267,10518
5826,267,10627
5827,267,10684
5828,267,10761
5829,267,10763
5830,267,10765
5831,267,10768
5832,267,11369
5833,267,11404
5834,269,2577
5835,269,2588
5836,269,4751
5837,269,8974
5838,269,9525
5839,270,2135
5840,270,2695
5841,271,532
5842,271,2144
5843,271,6478
5844,271,7445
5845,272,472
5846,272,527
5847,272,532
5848,272,534
5849,272,780
5850,272,1044
5851,272,1048
5852,272,1080
5853,272,1444
5854,272,1557
5855,272,2114
5856,272,2117
5857,272,2119
5858,272,2120
5859,272,2122
5860,272,2124
5861,272,2127
5862,272,2135
5863,272,2136
5864,272,2142
5865,272,2143
5866,272,2147
5867,272,2151
5868,272,2155
5869,272,2158
5870,272,2159
5871,272,2160
5872,272,2162
5873,272,2170
5874,272,2171
5875,272,2172
5876,272,2173
5877,272,2519
5878,272,2707
5879,272,2710
5880,272,2776
5881,272,3880
5882,272,3980
5883,272,3988
5884,272,3994
5885,272,4103
5886,272,4126
5887,272,4400
5888,272,4402
5889,272,4657
5890,272,4748
5891,272,4751
5892,272,4758
5893,272,4852
5894,272,5378
5895,272,5420
5896,272,5937
5897,272,6188
5898,272,6225
5899,272,6406
5900,272,6458
5901,272,6477
5902,272,6529
5903,272,6578
5904,272,6645
5905,272,6679
5906,272,7293
5907,272,7445
5908,272,7465
5909,272,7557
5910,272,8180
5911,272,8250
5912,272,8301
5913,272,8372
5914,272,8625
5915,272,8666
5916,272,8693
5917,272,8945
5918,272,8966
5919,272,8974
5920,272,9038
5921,272,9191
5922,272,9525
5923,272,9863
5924,272,9917
5925,272,9932
5926,272,9950
5927,272,10376
5928,272,10455
5929,272,10760
5930,272,10763
5931,272,10765
5932,272,10768
5933,272,11148
5934,272,11282
5935,272,11369
5936,274,534
5937,274,628
5938,274,1127
5939,274,1557
5940,274,2117
5941,274,2135
5942,274,2143
5943,274,2147
5944,274,2160
5945,274,2162
5946,274,2180
5947,274,2225
5948,274,2263
5949,274,2951
5950,274,3381
5951,274,4048
5952,274,4657
5953,274,4741
5954,274,4748
5955,274,4751
5956,274,5132
5957,274,5242
5958,274,6645
5959,274,6653
5960,274,6669
5961,274,8140
5962,274,8180
5963,274,8589
5964,274,8666
5965,274,8693
5966,274,9809
5967,274,9924
5968,274,10412
5969,274,10758
5970,274,10760
5971,274,10761
5972,274,10765
5973,274,11186
5974,274,11513
5975,274,11578
5976,274,11609
5977,274,11637
5978,275,472
5979,276,984
5980,276,1044
5981,276,1074
5982,276,1444
5983,276,1557
5984,276,2117
5985,276,2120
5986,276,2129
5987,276,2135
5988,276,2143
5989,276,2147
5990,276,2158
5991,276,2160
5992,276,2162
5993,276,2649
5994,276,2710
5995,276,2801
5996,276,3397
5997,276,3446
5998,276,3508
5999,276,4126
6000,276,4400
6001,276,4657
6002,276,4751
6003,276,5124
6004,276,5231
6005,276,5234
6006,276,5832
6007,276,5835
6008,276,6185
6009,276,6575
6010,276,6578
6011,276,6645
6012,276,6653
6013,276,7465
6014,276,7850
6015,276,8180
6016,276,8693
6017,276,9229
6018,276,9525
6019,276,9615
6020,276,10758
6021,276,10760
6022,276,10763
6023,276,10768
6024,276,10831
6025,277,481
6026,277,534
6027,277,727
6028,277,780
6029,277,1444
6030,277,2120
6031,277,2126
6032,277,2129
6033,277,2135
6034,277,2143
6035,277,2509
6036,277,2710
6037,277,3446
6038,277,3988
6039,277,4489
6040,277,4657
6041,277,4751
6042,277,4950
6043,277,5133
6044,277,5231
6045,277,5832
6046,277,5943
6047,277,6219
6048,277,6468
6049,277,6476
6050,277,6645
6051,277,7320
6052,277,7445
6053,277,7465
6054,277,7793
6055,277,7890
6056,277,8180
6057,277,8693
6058,277,8974
6059,277,9141
6060,277,10760
6061,277,10765
6062,277,10767
6063,278,532
6064,278,686
6065,278,687
6066,278,1044
6067,278,1557
6068,278,2116
6069,278,2119
6070,278,2128
6071,278,2129
6072,278,2135
6073,278,2142
6074,278,2143
6075,278,2162
6076,278,2230
6077,278,2710
6078,278,3457
6079,278,4657
6080,278,6051
6081,278,6468
6082,278,6645
6083,278,8693
6084,278,9525
6085,278,9809
6086,278,9926
6087,279,727
6088,279,1203
6089,279,2119
6090,279,2135
6091,279,2232
6092,279,3471
6093,279,4751
6094,279,5927
6095,279,6474
6096,279,8625
6097,279,9410
6098,279,9525
6099,279,9803
6100,279,9982
6101,279,10338
6102,280,11208
6103,281,3970
6104,282,8683
6105,283,484
6106,283,526
6107,283,532
6108,283,551
6109,283,686
6110,283,727
6111,283,1004
6112,283,1044
6113,283,1203
6114,283,1444
6115,283,1478
6116,283,1557
6117,283,2114
6118,283,2117
6119,283,2118
6120,283,2119
6121,283,2120
6122,283,2129
6123,283,2135
6124,283,2143
6125,283,2155
6126,283,2158
6127,283,2695
6128,283,2710
6129,283,2970
6130,283,3081
6131,283,3457
6132,283,3873
6133,283,3995
6134,283,4657
6135,283,4748
6136,283,4751
6137,283,5117
6138,283,5133
6139,283,5157
6140,283,5159
6141,283,5231
6142,283,5242
6143,283,5673
6144,283,5860
6145,283,6053
6146,283,6458
6147,283,6460
6148,283,6464
6149,283,6468
6150,283,6474
6151,283,6476
6152,283,6478
6153,283,6486
6154,283,6575
6155,283,6643
6156,283,6645
6157,283,6669
6158,283,6671
6159,283,6672
6160,283,6679
6161,283,6682
6162,283,6683
6163,283,6686
6164,283,6694
6165,283,7445
6166,283,7465
6167,283,7561
6168,283,7793
6169,283,7817
6170,283,7819
6171,283,7847
6172,283,8140
6173,283,8180
6174,283,8250
6175,283,8486
6176,283,8646
6177,283,8666
6178,283,8693
6179,283,8974
6180,283,9295
6181,283,9410
6182,283,9412
6183,283,9433
6184,283,9525
6185,283,9599
6186,283,9950
6187,283,9982
6188,283,10760
6189,283,10761
6190,283,11212
6191,283,11216
6192,283,11369
6193,283,11458
6194,283,11637
6195,284,551
6196,284,1557
6197,284,2114
6198,284,2120
6199,284,2135
6200,284,2147
6201,284,2695
6202,284,2710
6203,284,3988
6204,284,4657
6205,284,4669
6206,284,4751
6207,284,5117
6208,284,5133
6209,284,5231
6210,284,6483
6211,284,6588
6212,284,6645
6213,284,6669
6214,284,7465
6215,284,8140
6216,284,8180
6217,284,9300
6218,284,9410
6219,284,9803
6220,284,10759
6221,284,10927
6222,284,11216
6223,285,1080
6224,285,1557
6225,285,2117
6226,285,2710
6227,285,3031
6228,285,4657
6229,285,4751
6230,285,6051
6231,285,6486
6232,285,6645
6233,285,8180
6234,285,8257
6235,285,8666
6236,285,8974
6237,285,9525
6238,285,10376
6239,286,1444
6240,286,2117
6241,286,2202
6242,286,4103
6243,286,8180
6244,286,8587
6245,286,8974
6246,287,1074
6247,287,1133
6248,287,1497
6249,287,2510
6250,287,4748
6251,287,8486
6252,287,8666
6253,287,9860
6254,287,11637
6255,288,8265
6256,288,9803
6257,289,1557
6258,289,2118
6259,289,2135
6260,289,2710
6261,289,7492
6262,289,8250
6263,289,8974
6264,289,9525
6265,290,1557
6266,290,2117
6267,290,2129
6268,290,2135
6269,290,6645
6270,290,8250
6271,290,11472
6272,291,479
6273,291,551
6274,291,727
6275,291,906
6276,291,1444
6277,291,1522
6278,291,1557
6279,291,2117
6280,291,2135
6281,291,2136
6282,291,2143
6283,291,2151
6284,291,2155
6285,291,2161
6286,291,2176
6287,291,2472
6288,291,2695
6289,291,2707
6290,291,2710
6291,291,3031
6292,291,3457
6293,291,3994
6294,291,4657
6295,291,4748
6296,291,4832
6297,291,4950
6298,291,5242
6299,291,6463
6300,291,6476
6301,291,6488
6302,291,6586
6303,291,6645
6304,291,7465
6305,291,7796
6306,291,8180
6307,291,8263
6308,291,8666
6309,291,8693
6310,291,8974
6311,291,9229
6312,291,9265
6313,291,9410
6314,291,9525
6315,291,9615
6316,291,10684
6317,291,10765
6318,291,11148
6319,291,11238
6320,291,11545
6321,292,2710
6322,293,2129
6323,293,2710
6324,294,1557
6325,294,2117
6326,294,2695
6327,294,2710
6328,294,3471
6329,294,4489
6330,295,5943
6331,296,468
6332,296,524
6333,296,526
6334,296,529
6335,296,531
6336,296,532
6337,296,534
6338,296,671
6339,296,1044
6340,296,1080
6341,296,1344
6342,296,1444
6343,296,1557
6344,296,2113
6345,296,2116
6346,296,2120
6347,296,2135
6348,296,2142
6349,296,2143
6350,296,2151
6351,296,2157
6352,296,2160
6353,296,2172
6354,296,2175
6355,296,2225
6356,296,2304
6357,296,2472
6358,296,2509
6359,296,2519
6360,296,2571
6361,296,2572
6362,296,2695
6363,296,2707
6364,296,2710
6365,296,3031
6366,296,3446
6367,296,3456
6368,296,3457
6369,296,3471
6370,296,4126
6371,296,4402
6372,296,4657
6373,296,4669
6374,296,4751
6375,296,5133
6376,296,5231
6377,296,5234
6378,296,5349
6379,296,5937
6380,296,5948
6381,296,6044
6382,296,6051
6383,296,6217
6384,296,6219
6385,296,6223
6386,296,6225
6387,296,6384
6388,296,6578
6389,296,6585
6390,296,6645
6391,296,7665
6392,296,7793
6393,296,7831
6394,296,7850
6395,296,8180
6396,296,8214
6397,296,8217
6398,296,8250
6399,296,8666
6400,296,8693
6401,296,8974
6402,296,9139
6403,296,9229
6404,296,9295
6405,296,9409
6406,296,9525
6407,296,9619
6408,296,9860
6409,296,9950
6410,296,10758
6411,296,10760
6412,296,10763
6413,296,10927
6414,296,11284
6415,296,11369
6416,297,4126
6417,298,4657
6418,299,683
6419,299,1557
6420,299,2587
6421,299,4657
6422,299,6584
6423,299,8180
6424,299,10760
6425,300,526
6426,300,530
6427,300,532
6428,300,914
6429,300,1080
6430,300,1444
6431,300,1522
6432,300,1557
6433,300,2116
6434,300,2117
6435,300,2120
6436,300,2127
6437,300,2135
6438,300,2143
6439,300,2155
6440,300,2158
6441,300,2160
6442,300,2710
6443,300,3057
6444,300,3988
6445,300,3994
6446,300,4016
6447,300,4126
6448,300,4489
6449,300,4657
6450,300,4748
6451,300,4751
6452,300,4832
6453,300,5943
6454,300,6017
6455,300,6476
6456,300,6645
6457,300,7445
6458,300,7465
6459,300,7561
6460,300,7863
6461,300,7957
6462,300,8180
6463,300,8217
6464,300,8666
6465,300,8693
6466,300,9139
6467,300,9265
6468,300,9525
6469,300,9803
6470,300,9969
6471,300,10376
6472,300,10465
6473,300,10758
6474,300,10761
6475,300,10763
6476,300,11616
6477,303,527
6478,303,529
6479,303,534
6480,303,551
6481,303,727
6482,303,1080
6483,303,1129
6484,303,1557
6485,303,2117
6486,303,2127
6487,303,2135
6488,303,2143
6489,303,2160
6490,303,2362
6491,303,2572
6492,303,2710
6493,303,3457
6494,303,3988
6495,303,4016
6496,303,4657
6497,303,4748
6498,303,4751
6499,303,4832
6500,303,5117
6501,303,5159
6502,303,5937
6503,303,6384
6504,303,6458
6505,303,6463
6506,303,6476
6507,303,6563
6508,303,6585
6509,303,6669
6510,303,6671
6511,303,7445
6512,303,7465
6513,303,7957
6514,303,8180
6515,303,8486
6516,303,8693
6517,303,8971
6518,303,8974
6519,303,9139
6520,303,9295
6521,303,9300
6522,303,9409
6523,303,9525
6524,303,9583
6525,303,10403
6526,303,10760
6527,303,10761
6528,303,10767
6529,303,10768
6530,303,11369
6531,304,468
6532,304,524
6533,304,526
6534,304,529
6535,304,530
6536,304,534
6537,304,551
6538,304,828
6539,304,914
6540,304,1344
6541,304,1557
6542,304,2128
6543,304,2129
6544,304,2135
6545,304,2151
6546,304,2158
6547,304,2160
6548,304,2304
6549,304,2472
6550,304,2519
6551,304,2695
6552,304,2707
6553,304,2710
6554,304,3446
6555,304,3508
6556,304,3523
6557,304,4048
6558,304,4126
6559,304,4657
6560,304,4669
6561,304,4751
6562,304,5231
6563,304,5234
6564,304,5937
6565,304,6051
6566,304,6052
6567,304,6575
6568,304,6586
6569,304,6645
6570,304,6669
6571,304,7465
6572,304,7793
6573,304,7873
6574,304,8149
6575,304,8666
6576,304,9139
6577,304,9295
6578,304,9300
6579,304,9525
6580,304,9583
6581,304,9806
6582,304,10684
6583,304,10758
6584,304,10760
6585,304,10765
6586,304,11238
6587,305,527
6588,305,1557
6589,305,2113
6590,305,2710
6591,305,3988
6592,305,3994
6593,305,4657
6594,305,6051
6595,305,6582
6596,305,7465
6597,305,7793
6598,305,8693
6599,305,8974
6600,305,9525
6601,305,11369
6602,306,527
6603,306,1557
6604,306,2113
6605,306,2710
6606,306,3988
6607,306,3994
6608,306,4657
6609,306,6051
6610,306,6582
6611,306,7793
6612,306,8693
6613,306,8974
6614,306,9525
6615,307,529
6616,307,532
6617,307,567
6618,307,727
6619,307,905
6620,307,912
6621,307,914
6622,307,1048
6623,307,1444
6624,307,1557
6625,307,2113
6626,307,2117
6627,307,2118
6628,307,2119
6629,307,2127
6630,307,2135
6631,307,2139
6632,307,2143
6633,307,2147
6634,307,2155
6635,307,2158
6636,307,2160
6637,307,2162
6638,307,2225
6639,307,2232
6640,307,2401
6641,307,2568
6642,307,2587
6643,307,2684
6644,307,2695
6645,307,2710
6646,307,3448
6647,307,3457
6648,307,3465
6649,307,3477
6650,307,3889
6651,307,3980
6652,307,3994
6653,307,4657
6654,307,4669
6655,307,4748
6656,307,4751
6657,307,5117
6658,307,5133
6659,307,5242
6660,307,5258
6661,307,5349
6662,307,6017
6663,307,6384
6664,307,6458
6665,307,6464
6666,307,6468
6667,307,6476
6668,307,6575
6669,307,6645
6670,307,6653
6671,307,6671
6672,307,7465
6673,307,7817
6674,307,7831
6675,307,7890
6676,307,7892
6677,307,8180
6678,307,8666
6679,307,8693
6680,307,8974
6681,307,9038
6682,307,9132
6683,307,9235
6684,307,9265
6685,307,9410
6686,307,9525
6687,307,10338
6688,307,10376
6689,307,10465
6690,307,10684
6691,307,10759
6692,307,10760
6693,307,10761
6694,307,10768
6695,307,10922
6696,307,11148
6697,307,11186
6698,307,11369
6699,307,11616
6700,307,11637
6701,309,534
6702,309,2135
6703,309,2572
6704,309,3905
6705,309,4402
6706,309,6458
6707,309,8180
6708,309,8974
6709,309,11282
6710,310,529
6711,310,534
6712,310,1344
6713,310,1557
6714,310,2116
6715,310,2118
6716,310,2119
6717,310,2120
6718,310,2127
6719,310,2135
6720,310,2136
6721,310,2143
6722,310,2151
6723,310,2155
6724,310,2157
6725,310,2159
6726,310,2160
6727,310,2162
6728,310,2519
6729,310,2572
6730,310,2684
6731,310,2695
6732,310,2710
6733,310,3031
6734,310,3510
6735,310,3877
6736,310,4489
6737,310,4656
6738,310,4657
6739,310,4751
6740,310,5117
6741,310,5378
6742,310,5379
6743,310,5383
6744,310,6384
6745,310,6434
6746,310,6458
6747,310,6643
6748,310,6645
6749,310,6689
6750,310,7465
6751,310,7796
6752,310,8180
6753,310,8263
6754,310,8343
6755,310,8589
6756,310,8666
6757,310,8966
6758,310,8972
6759,310,8974
6760,310,9525
6761,310,9860
6762,310,10402
6763,310,10760
6764,310,10761
6765,310,10763
6766,310,10765
6767,310,10927
6768,311,456
6769,311,1344
6770,311,1557
6771,311,2113
6772,311,2135
6773,311,2143
6774,311,2160
6775,311,2707
6776,311,2710
6777,311,3031
